TestNum,TESTNAME, FT LoLim,FT HiLim,Scale,Unit,PinName,Format,ForceValue,ForceUnit,,,TestNum,TESTNAME,QA1 LoLim,QA1 HiLim,Scale,Unit,PinName,Format,ForceValue,ForceUnit,,,TestNum,TESTNAME,QA2 LoLim,QA2 HiLim,Scale,Unit,PinName,Format,ForceValue,ForceUnit,,,TestNum,TESTNAME,QA3 LoLim,QA3 HiLim,Scale,Unit,PinName,Format,ForceValue
6080,IIL_XADDR,-500,500,scaleNano,A,,%1.3f,,,,,6080,IIL_XADDR,-1000,1000,scaleNano,A,,%1.3f,,,,,6080,IIL_XADDR,-1000,1000,scaleNano,A,,%1.3f,,,,,6080,IIL_XADDR,-1000,1000,scaleNano,A,,%1.3f,
6200,IIH_PWM12,-500,500,scaleNano,A,,%1.3f,,,,,6200,IIH_PWM12,-1000,1000,scaleNano,A,,%1.3f,,,,,6200,IIH_PWM12,-1000,1000,scaleNano,A,,%1.3f,,,,,6200,IIH_PWM12,-1000,1000,scaleNano,A,,%1.3f,
6201,IIH_PWM11,-500,500,scaleNano,A,,%1.3f,,,,,6201,IIH_PWM11,-1000,1000,scaleNano,A,,%1.3f,,,,,6201,IIH_PWM11,-1000,1000,scaleNano,A,,%1.3f,,,,,6201,IIH_PWM11,-1000,1000,scaleNano,A,,%1.3f,
6202,IIH_PWM10,-500,500,scaleNano,A,,%1.3f,,,,,6202,IIH_PWM10,-1000,1000,scaleNano,A,,%1.3f,,,,,6202,IIH_PWM10,-1000,1000,scaleNano,A,,%1.3f,,,,,6202,IIH_PWM10,-1000,1000,scaleNano,A,,%1.3f,
6203,IIH_PWM9,-500,500,scaleNano,A,,%1.3f,,,,,6203,IIH_PWM9,-1000,1000,scaleNano,A,,%1.3f,,,,,6203,IIH_PWM9,-1000,1000,scaleNano,A,,%1.3f,,,,,6203,IIH_PWM9,-1000,1000,scaleNano,A,,%1.3f,
6204,IIH_PWM8,-500,500,scaleNano,A,,%1.3f,,,,,6204,IIH_PWM8,-1000,1000,scaleNano,A,,%1.3f,,,,,6204,IIH_PWM8,-1000,1000,scaleNano,A,,%1.3f,,,,,6204,IIH_PWM8,-1000,1000,scaleNano,A,,%1.3f,
6205,IIH_PWM7,-500,500,scaleNano,A,,%1.3f,,,,,6205,IIH_PWM7,-1000,1000,scaleNano,A,,%1.3f,,,,,6205,IIH_PWM7,-1000,1000,scaleNano,A,,%1.3f,,,,,6205,IIH_PWM7,-1000,1000,scaleNano,A,,%1.3f,
6206,IIH_PWM6,-500,500,scaleNano,A,,%1.3f,,,,,6206,IIH_PWM6,-1000,1000,scaleNano,A,,%1.3f,,,,,6206,IIH_PWM6,-1000,1000,scaleNano,A,,%1.3f,,,,,6206,IIH_PWM6,-1000,1000,scaleNano,A,,%1.3f,
6207,IIH_PWM5,-500,500,scaleNano,A,,%1.3f,,,,,6207,IIH_PWM5,-1000,1000,scaleNano,A,,%1.3f,,,,,6207,IIH_PWM5,-1000,1000,scaleNano,A,,%1.3f,,,,,6207,IIH_PWM5,-1000,1000,scaleNano,A,,%1.3f,
6208,IIH_PWM4,-500,500,scaleNano,A,,%1.3f,,,,,6208,IIH_PWM4,-1000,1000,scaleNano,A,,%1.3f,,,,,6208,IIH_PWM4,-1000,1000,scaleNano,A,,%1.3f,,,,,6208,IIH_PWM4,-1000,1000,scaleNano,A,,%1.3f,
6209,IIH_PWM3,-500,500,scaleNano,A,,%1.3f,,,,,6209,IIH_PWM3,-1000,1000,scaleNano,A,,%1.3f,,,,,6209,IIH_PWM3,-1000,1000,scaleNano,A,,%1.3f,,,,,6209,IIH_PWM3,-1000,1000,scaleNano,A,,%1.3f,
6210,IIH_PWM2,-500,500,scaleNano,A,,%1.3f,,,,,6210,IIH_PWM2,-1000,1000,scaleNano,A,,%1.3f,,,,,6210,IIH_PWM2,-1000,1000,scaleNano,A,,%1.3f,,,,,6210,IIH_PWM2,-1000,1000,scaleNano,A,,%1.3f,
6211,IIH_PWM1,-500,500,scaleNano,A,,%1.3f,,,,,6211,IIH_PWM1,-1000,1000,scaleNano,A,,%1.3f,,,,,6211,IIH_PWM1,-1000,1000,scaleNano,A,,%1.3f,,,,,6211,IIH_PWM1,-1000,1000,scaleNano,A,,%1.3f,
6212,IIH_MP_SMBALERTN,-500,500,scaleNano,A,,%1.3f,,,,,6212,IIH_MP_SMBALERTN,-1000,1000,scaleNano,A,,%1.3f,,,,,6212,IIH_MP_SMBALERTN,-1000,1000,scaleNano,A,,%1.3f,,,,,6212,IIH_MP_SMBALERTN,-1000,1000,scaleNano,A,,%1.3f,
6213,IIH_AVRRDY,-500,500,scaleNano,A,,%1.3f,,,,,6213,IIH_AVRRDY,-1000,1000,scaleNano,A,,%1.3f,,,,,6213,IIH_AVRRDY,-1000,1000,scaleNano,A,,%1.3f,,,,,6213,IIH_AVRRDY,-1000,10000,scaleNano,A,,%1.3f,
6214,IIH_AVREN,-500,500,scaleNano,A,,%1.3f,,,,,6214,IIH_AVREN,-1000,1000,scaleNano,A,,%1.3f,,,,,6214,IIH_AVREN,-1000,1000,scaleNano,A,,%1.3f,,,,,6214,IIH_AVREN,-1000,10000,scaleNano,A,,%1.3f,
6215,IIH_VRHOTN_RSTL,-100,1000,scaleNano,A,,%1.3f,,,,,6215,IIH_VRHOTN_RSTL,-100,1000,scaleNano,A,,%1.3f,,,,,6215,IIH_VRHOTN_RSTL,-100,1000,scaleNano,A,,%1.3f,,,,,6215,IIH_VRHOTN_RSTL,-100,1000,scaleNano,A,,%1.3f,
6216,IIH_MP_PINALERTN,-500,500,scaleNano,A,,%1.3f,,,,,6216,IIH_MP_PINALERTN,-1000,1000,scaleNano,A,,%1.3f,,,,,6216,IIH_MP_PINALERTN,-1000,1000,scaleNano,A,,%1.3f,,,,,6216,IIH_MP_PINALERTN,-1000,10000,scaleNano,A,,%1.3f,
6217,IIH_SDA,-500,500,scaleNano,A,,%1.3f,,,,,6217,IIH_SDA,-1000,1000,scaleNano,A,,%1.3f,,,,,6217,IIH_SDA,-1000,1000,scaleNano,A,,%1.3f,,,,,6217,IIH_SDA,-1000,10000,scaleNano,A,,%1.3f,
6218,IIH_SCL,-500,500,scaleNano,A,,%1.3f,,,,,6218,IIH_SCL,-1000,1000,scaleNano,A,,%1.3f,,,,,6218,IIH_SCL,-1000,1000,scaleNano,A,,%1.3f,,,,,6218,IIH_SCL,-1000,10000,scaleNano,A,,%1.3f,
6219,IIH_MP_BVRRDY,-500,500,scaleNano,A,,%1.3f,,,,,6219,IIH_MP_BVRRDY,-1000,1000,scaleNano,A,,%1.3f,,,,,6219,IIH_MP_BVRRDY,-1000,1000,scaleNano,A,,%1.3f,,,,,6219,IIH_MP_BVRRDY,-1000,10000,scaleNano,A,,%1.3f,
6220,IIH_VCLK,-500,500,scaleNano,A,,%1.3f,,,,,6220,IIH_VCLK,-1000,1000,scaleNano,A,,%1.3f,,,,,6220,IIH_VCLK,-1000,1000,scaleNano,A,,%1.3f,,,,,6220,IIH_VCLK,-1000,10000,scaleNano,A,,%1.3f,
6221,IIH_VDIO,-500,500,scaleNano,A,,%1.3f,,,,,6221,IIH_VDIO,-1000,1000,scaleNano,A,,%1.3f,,,,,6221,IIH_VDIO,-1000,1000,scaleNano,A,,%1.3f,,,,,6221,IIH_VDIO,-1000,10000,scaleNano,A,,%1.3f,
6222,IIH_MP_IMON,-500,500,scaleNano,A,,%1.3f,,,,,6222,IIH_MP_IMON,-1000,1000,scaleNano,A,,%1.3f,,,,,6222,IIH_MP_IMON,-1000,1000,scaleNano,A,,%1.3f,,,,,6222,IIH_MP_IMON,-1000,10000,scaleNano,A,,%1.3f,
6223,IIH_MP_FAULT1_OCPL,-500,500,scaleNano,A,,%1.3f,,,,,6223,IIH_MP_FAULT1_OCPL,-1000,1000,scaleNano,A,,%1.3f,,,,,6223,IIH_MP_FAULT1_OCPL,-1000,1000,scaleNano,A,,%1.3f,,,,,6223,IIH_MP_FAULT1_OCPL,-1000,10000,scaleNano,A,,%1.3f,
6224,IIH_XADDR1_BVREN,-500,500,scaleNano,A,,%1.3f,,,,,6224,IIH_XADDR1_BVREN,-1000,1000,scaleNano,A,,%1.3f,,,,,6224,IIH_XADDR1_BVREN,-1000,1000,scaleNano,A,,%1.3f,,,,,6224,IIH_XADDR1_BVREN,-1000,10000,scaleNano,A,,%1.3f,
6225,IIH_VALERTN,-500,500,scaleNano,A,,%1.3f,,,,,6225,IIH_VALERTN,-1000,1000,scaleNano,A,,%1.3f,,,,,6225,IIH_VALERTN,-1000,1000,scaleNano,A,,%1.3f,,,,,6225,IIH_VALERTN,-1000,10000,scaleNano,A,,%1.3f,
6226,IIH_ISEN1,-500,500,scaleNano,A,,%1.3f,,,,,6226,IIH_ISEN1,-1000,1000,scaleNano,A,,%1.3f,,,,,6226,IIH_ISEN1,-1000,1000,scaleNano,A,,%1.3f,,,,,6226,IIH_ISEN1,-1000,1000,scaleNano,A,,%1.3f,
6227,IIH_ISEN2,-500,500,scaleNano,A,,%1.3f,,,,,6227,IIH_ISEN2,-1000,1000,scaleNano,A,,%1.3f,,,,,6227,IIH_ISEN2,-1000,1000,scaleNano,A,,%1.3f,,,,,6227,IIH_ISEN2,-1000,1000,scaleNano,A,,%1.3f,
6228,IIH_ISEN3,-500,500,scaleNano,A,,%1.3f,,,,,6228,IIH_ISEN3,-1000,1000,scaleNano,A,,%1.3f,,,,,6228,IIH_ISEN3,-1000,1000,scaleNano,A,,%1.3f,,,,,6228,IIH_ISEN3,-1000,1000,scaleNano,A,,%1.3f,
6229,IIH_ISEN4,-500,500,scaleNano,A,,%1.3f,,,,,6229,IIH_ISEN4,-1000,1000,scaleNano,A,,%1.3f,,,,,6229,IIH_ISEN4,-1000,1000,scaleNano,A,,%1.3f,,,,,6229,IIH_ISEN4,-1000,1000,scaleNano,A,,%1.3f,
6230,IIH_ISEN5,-500,500,scaleNano,A,,%1.3f,,,,,6230,IIH_ISEN5,-1000,1000,scaleNano,A,,%1.3f,,,,,6230,IIH_ISEN5,-1000,1000,scaleNano,A,,%1.3f,,,,,6230,IIH_ISEN5,-1000,1000,scaleNano,A,,%1.3f,
6231,IIH_ISEN6,-500,500,scaleNano,A,,%1.3f,,,,,6231,IIH_ISEN6,-1000,1000,scaleNano,A,,%1.3f,,,,,6231,IIH_ISEN6,-1000,1000,scaleNano,A,,%1.3f,,,,,6231,IIH_ISEN6,-1000,1000,scaleNano,A,,%1.3f,
6232,IIH_ISEN7,-500,500,scaleNano,A,,%1.3f,,,,,6232,IIH_ISEN7,-1000,1000,scaleNano,A,,%1.3f,,,,,6232,IIH_ISEN7,-1000,1000,scaleNano,A,,%1.3f,,,,,6232,IIH_ISEN7,-1000,1000,scaleNano,A,,%1.3f,
6233,IIH_ISEN8,-500,500,scaleNano,A,,%1.3f,,,,,6233,IIH_ISEN8,-1000,1000,scaleNano,A,,%1.3f,,,,,6233,IIH_ISEN8,-1000,1000,scaleNano,A,,%1.3f,,,,,6233,IIH_ISEN8,-1000,1000,scaleNano,A,,%1.3f,
6234,IIH_ISEN9,-500,500,scaleNano,A,,%1.3f,,,,,6234,IIH_ISEN9,-1000,1000,scaleNano,A,,%1.3f,,,,,6234,IIH_ISEN9,-1000,1000,scaleNano,A,,%1.3f,,,,,6234,IIH_ISEN9,-1000,1000,scaleNano,A,,%1.3f,
6235,IIH_ISEN10,-500,500,scaleNano,A,,%1.3f,,,,,6235,IIH_ISEN10,-1000,1000,scaleNano,A,,%1.3f,,,,,6235,IIH_ISEN10,-1000,1000,scaleNano,A,,%1.3f,,,,,6235,IIH_ISEN10,-1000,1000,scaleNano,A,,%1.3f,
6236,IIH_ISEN11,-500,500,scaleNano,A,,%1.3f,,,,,6236,IIH_ISEN11,-1000,1000,scaleNano,A,,%1.3f,,,,,6236,IIH_ISEN11,-1000,1000,scaleNano,A,,%1.3f,,,,,6236,IIH_ISEN11,-1000,1000,scaleNano,A,,%1.3f,
6237,IIH_ISEN12,-500,500,scaleNano,A,,%1.3f,,,,,6237,IIH_ISEN12,-1000,1000,scaleNano,A,,%1.3f,,,,,6237,IIH_ISEN12,-1000,1000,scaleNano,A,,%1.3f,,,,,6237,IIH_ISEN12,-1000,1000,scaleNano,A,,%1.3f,
6238,IIH_AVSEN,-500,500,scaleMicro,A,,%1.3f,,,,,6238,IIH_AVSEN,-1000,1000,scaleMicro,A,,%1.3f,,,,,6238,IIH_AVSEN,100,300,scaleMicro,A,,%1.3f,,,,,6238,IIH_AVSEN,100,300,scaleMicro,A,,%1.3f,
6239,IIH_AVREF,-500,500,scaleMicro,A,,%1.3f,,,,,6239,IIH_AVREF,-1000,1000,scaleMicro,A,,%1.3f,,,,,6239,IIH_AVREF,100,200,scaleMicro,A,,%1.3f,,,,,6239,IIH_AVREF,100,200,scaleMicro,A,,%1.3f,
6240,IIH_BVREF,-500,500,scaleMicro,A,,%1.3f,,,,,6240,IIH_BVREF,-1000,1000,scaleMicro,A,,%1.3f,,,,,6240,IIH_BVREF,100,200,scaleMicro,A,,%1.3f,,,,,6240,IIH_BVREF,100,200,scaleMicro,A,,%1.3f,
6241,IIH_BVSEN,-500,500,scaleMicro,A,,%1.3f,,,,,6241,IIH_BVSEN,-1000,1000,scaleMicro,A,,%1.3f,,,,,6241,IIH_BVSEN,100,300,scaleMicro,A,,%1.3f,,,,,6241,IIH_BVSEN,100,300,scaleMicro,A,,%1.3f,
6242,IIH_PSYSP_VSYS_IINSEN,-500,500,scaleMicro,A,,%1.3f,,,,,6242,IIH_PSYSP_VSYS_IINSEN,-1000,1000,scaleMicro,A,,%1.3f,,,,,6242,IIH_PSYSP_VSYS_IINSEN,0,30,scaleMicro,A,,%1.3f,,,,,6242,IIH_PSYSP_VSYS_IINSEN,0,30,scaleMicro,A,,%1.3f,
6243,IIH_PSYSN_VINSEN,-500,500,scaleMicro,A,,%1.3f,,,,,6243,IIH_PSYSN_VINSEN,-1000,1000,scaleMicro,A,,%1.3f,,,,,6243,IIH_PSYSN_VINSEN,0,30,scaleMicro,A,,%1.3f,,,,,6243,IIH_PSYSN_VINSEN,0,30,scaleMicro,A,,%1.3f,
6244,IIH_ATSEN,-500,500,scaleMicro,A,,%1.3f,,,,,6244,IIH_ATSEN,-500,500,scaleMicro,A,,%1.3f,,,,,6244,IIH_ATSEN,20,50,scaleMicro,A,,%1.3f,,,,,6244,IIH_ATSEN,20,50,scaleMicro,A,,%1.3f,
6245,IIH_BTSEN,-500,500,scaleMicro,A,,%1.3f,,,,,6245,IIH_BTSEN,-500,500,scaleMicro,A,,%1.3f,,,,,6245,IIH_BTSEN,20,50,scaleMicro,A,,%1.3f,,,,,6245,IIH_BTSEN,20,50,scaleMicro,A,,%1.3f,
6246,IIH_MP_FAULT1,-500,500,scaleNano,A,,%1.3f,,,,,6246,IIH_MP_FAULT1,-1000,1000,scaleNano,A,,%1.3f,,,,,6246,IIH_MP_FAULT1,-1000,1000,scaleNano,A,,%1.3f,,,,,6246,IIH_MP_FAULT1,-1000,10000,scaleNano,A,,%1.3f,
6247,IIH_SVC,-400,400,scaleNano,A,,%1.3f,,,,,6247,IIH_SVC,-1000,1000,scaleNano,A,,%1.3f,,,,,6247,IIH_SVC,-1000,1000,scaleNano,A,,%1.3f,,,,,6247,IIH_SVC,-1000,1000,scaleNano,A,,%1.3f,
6248,IIH_SVD,-400,400,scaleNano,A,,%1.3f,,,,,6248,IIH_SVD,-1000,1000,scaleNano,A,,%1.3f,,,,,6248,IIH_SVD,-1000,1000,scaleNano,A,,%1.3f,,,,,6248,IIH_SVD,-1000,1000,scaleNano,A,,%1.3f,
6249,IIH_SVTI,-400,400,scaleNano,A,,%1.3f,,,,,6249,IIH_SVTI,-1000,1000,scaleNano,A,,%1.3f,,,,,6249,IIH_SVTI,-1000,1000,scaleNano,A,,%1.3f,,,,,6249,IIH_SVTI,-1000,1000,scaleNano,A,,%1.3f,
6250,IIH_TSEN_2_VAUX_GPIO,-400,400,scaleNano,A,,%1.3f,,,,,6250,IIH_TSEN_2_VAUX_GPIO,-2000,2000,scaleNano,A,,%1.3f,,,,,6250,IIH_TSEN_2_VAUX_GPIO,-2000,2000,scaleNano,A,,%1.3f,,,,,6250,IIH_TSEN_2_VAUX_GPIO,-2000,2000,scaleNano,A,,%1.3f,
6251,IIH_RSTL,-10,10,scaleMicro,A,,%1.3f,,,,,6251,IIH_RSTL,-10,10,scaleMicro,A,,%1.3f,,,,,6251,IIH_RSTL,-10,10,scaleMicro,A,,%1.3f,,,,,6251,IIH_RSTL,-10,10,scaleMicro,A,,%1.3f,
6252,IIH_MP_BVRRDY,-10,10,scaleMicro,A,,%1.3f,,,,,6252,IIH_MP_BVRRDY,-10,10,scaleMicro,A,,%1.3f,,,,,6252,IIH_MP_BVRRDY,-10,10,scaleMicro,A,,%1.3f,,,,,6252,IIH_MP_BVRRDY,-10,10,scaleMicro,A,,%1.3f,
6253,IIH_TSEN1,-400,400,scaleNano,A,,%1.3f,,,,,6253,IIH_TSEN1,-2000,2000,scaleNano,A,,%1.3f,,,,,6253,IIH_TSEN1,-2000,2000,scaleNano,A,,%1.3f,,,,,6253,IIH_TSEN1,-2000,2000,scaleNano,A,,%1.3f,
6254,IIH_MP_FAULT2,-500,500,scaleNano,A,,%1.3f,,,,,6254,IIH_MP_FAULT2,-1000,1000,scaleNano,A,,%1.3f,,,,,6254,IIH_MP_FAULT2,-1000,1000,scaleNano,A,,%1.3f,,,,,6254,IIH_MP_FAULT2,-1000,10000,scaleNano,A,,%1.3f,
6255,IIH_XADDR,-500,500,scaleNano,A,,%1.3f,,,,,6255,IIH_XADDR,-1000,1000,scaleNano,A,,%1.3f,,,,,6255,IIH_XADDR,-1000,1000,scaleNano,A,,%1.3f,,,,,6255,IIH_XADDR,-1000,1000,scaleNano,A,,%1.3f,
6300,VOL_PWM12,0.025,0.32,scaleNoScaling,V,,%1.3f,,,,,6300,VOL_PWM12,0.025,0.34,scaleNoScaling,V,,%1.3f,,,,,6300,VOL_PWM12,0.025,0.34,scaleNoScaling,V,,,,,,,6300,VOL_PWM12,0.025,0.34,scaleNoScaling,V,,,
6301,VOL_PWM11,0.025,0.32,scaleNoScaling,V,,%1.3f,,,,,6301,VOL_PWM11,0.025,0.34,scaleNoScaling,V,,%1.3f,,,,,6301,VOL_PWM11,0.025,0.34,scaleNoScaling,V,,,,,,,6301,VOL_PWM11,0.025,0.34,scaleNoScaling,V,,,
6302,VOL_PWM10,0.025,0.32,scaleNoScaling,V,,%1.3f,,,,,6302,VOL_PWM10,0.025,0.34,scaleNoScaling,V,,%1.3f,,,,,6302,VOL_PWM10,0.025,0.34,scaleNoScaling,V,,,,,,,6302,VOL_PWM10,0.025,0.34,scaleNoScaling,V,,,
6303,VOL_PWM9,0.025,0.32,scaleNoScaling,V,,%1.3f,,,,,6303,VOL_PWM9,0.025,0.34,scaleNoScaling,V,,%1.3f,,,,,6303,VOL_PWM9,0.025,0.34,scaleNoScaling,V,,,,,,,6303,VOL_PWM9,0.025,0.34,scaleNoScaling,V,,,
6304,VOL_PWM8,0.025,0.32,scaleNoScaling,V,,%1.3f,,,,,6304,VOL_PWM8,0.025,0.34,scaleNoScaling,V,,%1.3f,,,,,6304,VOL_PWM8,0.025,0.34,scaleNoScaling,V,,,,,,,6304,VOL_PWM8,0.025,0.34,scaleNoScaling,V,,,
6305,VOL_PWM7,0.025,0.32,scaleNoScaling,V,,%1.3f,,,,,6305,VOL_PWM7,0.025,0.34,scaleNoScaling,V,,%1.3f,,,,,6305,VOL_PWM7,0.025,0.34,scaleNoScaling,V,,,,,,,6305,VOL_PWM7,0.025,0.34,scaleNoScaling,V,,,
6306,VOL_PWM6,0.025,0.32,scaleNoScaling,V,,%1.3f,,,,,6306,VOL_PWM6,0.025,0.34,scaleNoScaling,V,,%1.3f,,,,,6306,VOL_PWM6,0.025,0.34,scaleNoScaling,V,,,,,,,6306,VOL_PWM6,0.025,0.34,scaleNoScaling,V,,,
6307,VOL_PWM5,0.025,0.32,scaleNoScaling,V,,%1.3f,,,,,6307,VOL_PWM5,0.025,0.34,scaleNoScaling,V,,%1.3f,,,,,6307,VOL_PWM5,0.025,0.34,scaleNoScaling,V,,,,,,,6307,VOL_PWM5,0.025,0.34,scaleNoScaling,V,,,
6308,VOL_PWM4,0.025,0.32,scaleNoScaling,V,,%1.3f,,,,,6308,VOL_PWM4,0.025,0.34,scaleNoScaling,V,,%1.3f,,,,,6308,VOL_PWM4,0.025,0.34,scaleNoScaling,V,,,,,,,6308,VOL_PWM4,0.025,0.34,scaleNoScaling,V,,,
6309,VOL_PWM3,0.025,0.32,scaleNoScaling,V,,%1.3f,,,,,6309,VOL_PWM3,0.025,0.34,scaleNoScaling,V,,%1.3f,,,,,6309,VOL_PWM3,0.025,0.34,scaleNoScaling,V,,,,,,,6309,VOL_PWM3,0.025,0.34,scaleNoScaling,V,,,
6310,VOL_PWM2,0.025,0.32,scaleNoScaling,V,,%1.3f,,,,,6310,VOL_PWM2,0.025,0.34,scaleNoScaling,V,,%1.3f,,,,,6310,VOL_PWM2,0.025,0.34,scaleNoScaling,V,,,,,,,6310,VOL_PWM2,0.025,0.34,scaleNoScaling,V,,,
6311,VOL_PWM1,0.025,0.32,scaleNoScaling,V,,%1.3f,,,,,6311,VOL_PWM1,0.025,0.34,scaleNoScaling,V,,%1.3f,,,,,6311,VOL_PWM1,0.025,0.34,scaleNoScaling,V,,,,,,,6311,VOL_PWM1,0.025,0.34,scaleNoScaling,V,,,
6312,VOL_XADDR1_BVREN,0.025,0.32,scaleNoScaling,V,,%1.3f,,,,,6312,VOL_XADDR1_BVREN,0.025,0.34,scaleNoScaling,V,,%1.3f,,,,,6312,VOL_XADDR1_BVREN,0.025,0.34,scaleNoScaling,V,,,,,,,6312,VOL_XADDR1_BVREN,0.025,0.34,scaleNoScaling,V,,,
6313,VOL_MP_SMBALERTN,0.025,0.32,scaleNoScaling,V,,%1.3f,,,,,6313,VOL_MP_SMBALERTN,0.025,0.34,scaleNoScaling,V,,%1.3f,,,,,6313,VOL_MP_SMBALERTN,0.025,0.34,scaleNoScaling,V,,,,,,,6313,VOL_MP_SMBALERTN,0.025,0.34,scaleNoScaling,V,,,
6314,VOL_SDA,0.025,0.32,scaleNoScaling,V,,%1.3f,,,,,6314,VOL_SDA,0.025,0.34,scaleNoScaling,V,,%1.3f,,,,,6314,VOL_SDA,0.025,0.34,scaleNoScaling,V,,,,,,,6314,VOL_SDA,0.025,0.34,scaleNoScaling,V,,,
6315,VOL_SCL,0.025,0.32,scaleNoScaling,V,,%1.3f,,,,,6315,VOL_SCL,0.025,0.34,scaleNoScaling,V,,%1.3f,,,,,6315,VOL_SCL,0.025,0.34,scaleNoScaling,V,,,,,,,6315,VOL_SCL,0.025,0.34,scaleNoScaling,V,,,
6316,VOL_AVREN,0.025,0.32,scaleNoScaling,V,,%1.3f,,,,,6316,VOL_AVREN,0.025,0.34,scaleNoScaling,V,,%1.3f,,,,,6316,VOL_AVREN,0.025,0.34,scaleNoScaling,V,,,,,,,6316,VOL_AVREN,0.025,0.34,scaleNoScaling,V,,,
6317,VOL_MP_FAULT1_OCPL,0.025,0.32,scaleNoScaling,V,,%1.3f,,,,,6317,VOL_MP_FAULT1_OCPL,0.025,0.34,scaleNoScaling,V,,%1.3f,,,,,6317,VOL_MP_FAULT1_OCPL,0.025,0.34,scaleNoScaling,V,,,,,,,6317,VOL_MP_FAULT1_OCPL,0.025,0.34,scaleNoScaling,V,,,
6318,VOL_MP_PINALERTN,0.025,0.32,scaleNoScaling,V,,%1.3f,,,,,6318,VOL_MP_PINALERTN,0.025,0.34,scaleNoScaling,V,,%1.3f,,,,,6318,VOL_MP_PINALERTN,0.025,0.34,scaleNoScaling,V,,,,,,,6318,VOL_MP_PINALERTN,0.025,0.34,scaleNoScaling,V,,,
6319,VOL_MP_IMON,0.025,0.32,scaleNoScaling,V,,%1.3f,,,,,6319,VOL_MP_IMON,0.025,0.34,scaleNoScaling,V,,%1.3f,,,,,6319,VOL_MP_IMON,0.025,0.34,scaleNoScaling,V,,,,,,,6319,VOL_MP_IMON,0.025,0.34,scaleNoScaling,V,,,
6320,VOL_AVRRDY,0.025,0.32,scaleNoScaling,V,,%1.3f,,,,,6320,VOL_AVRRDY,0.025,0.34,scaleNoScaling,V,,%1.3f,,,,,6320,VOL_AVRRDY,0.025,0.34,scaleNoScaling,V,,,,,,,6320,VOL_AVRRDY,0.025,0.34,scaleNoScaling,V,,,
6321,VOL_ATSEN,0.025,0.32,scaleNoScaling,V,,%1.3f,,,,,6321,VOL_ATSEN,0.025,0.34,scaleNoScaling,V,,%1.3f,,,,,6321,VOL_ATSEN,0.025,0.34,scaleNoScaling,V,,,,,,,6321,VOL_ATSEN,0.025,0.34,scaleNoScaling,V,,,
6322,VOL_TSEN_1,0.025,0.32,scaleNoScaling,V,,%1.3f,,,,,6322,VOL_TSEN_1,0.025,0.35,scaleNoScaling,V,,%1.3f,,,,,6322,VOL_TSEN_1,0.025,0.35,scaleNoScaling,V,,,,,,,6322,VOL_TSEN_1,0.025,0.35,scaleNoScaling,V,,,
6323,VOL_VALERTN,0.025,0.32,scaleNoScaling,V,,%1.3f,,,,,6323,VOL_VALERTN,0.025,0.34,scaleNoScaling,V,,%1.3f,,,,,6323,VOL_VALERTN,0.025,0.34,scaleNoScaling,V,,,,,,,6323,VOL_VALERTN,0.025,0.34,scaleNoScaling,V,,,
6324,VOL_VDIO,0.025,0.32,scaleNoScaling,V,,%1.3f,,,,,6324,VOL_VDIO,0.025,0.34,scaleNoScaling,V,,%1.3f,,,,,6324,VOL_VDIO,0.025,0.34,scaleNoScaling,V,,,,,,,6324,VOL_VDIO,0.025,0.34,scaleNoScaling,V,,,
6325,VOL_TSEN_2_VAUX_GPIO,0.025,0.32,scaleNoScaling,V,,%1.3f,,,,,6325,VOL_TSEN_2_VAUX_GPIO,0.025,0.32,scaleNoScaling,V,,%1.3f,,,,,6325,VOL_TSEN_2_VAUX_GPIO,0.025,0.34,scaleNoScaling,V,,%1.3f,,,,,6325,VOL_TSEN_2_VAUX_GPIO,0.025,0.34,scaleNoScaling,V,,%1.3f,
6326,VOL_SVC_1p2V_4MA,0.025,0.2,scaleNoScaling,V,,%1.3f,,,,,6326,VOL_SVC_1p2V_4MA,0.025,0.22,scaleNoScaling,V,,%1.3f,,,,,6326,VOL_SVC_1p2V_4MA,0.025,0.22,scaleNoScaling,V,,%1.3f,,,,,6326,VOL_SVC_1p2V_4MA,0.025,0.22,scaleNoScaling,V,,%1.3f,
6327,VOL_SVD_1p2V_4MA,0.025,0.2,scaleNoScaling,V,,%1.3f,,,,,6327,VOL_SVD_1p2V_4MA,0.025,0.22,scaleNoScaling,V,,%1.3f,,,,,6327,VOL_SVD_1p2V_4MA,0.025,0.22,scaleNoScaling,V,,%1.3f,,,,,6327,VOL_SVD_1p2V_4MA,0.025,0.22,scaleNoScaling,V,,%1.3f,
6328,VOL_SVTO_1p2V_4MA,0.025,0.2,scaleNoScaling,V,,%1.3f,,,,,6328,VOL_SVTO_1p2V_4MA,0.025,0.22,scaleNoScaling,V,,%1.3f,,,,,6328,VOL_SVTO_1p2V_4MA,0.025,0.22,scaleNoScaling,V,,%1.3f,,,,,6328,VOL_SVTO_1p2V_4MA,0.025,0.22,scaleNoScaling,V,,%1.3f,
6329,VOL_SVC_1p98V_4MA,0.025,0.2,scaleNoScaling,V,,%1.3f,,,,,6329,VOL_SVC_1p98V_4MA,0.025,0.22,scaleNoScaling,V,,%1.3f,,,,,6329,VOL_SVC_1p98V_4MA,0.025,0.22,scaleNoScaling,V,,%1.3f,,,,,6329,VOL_SVC_1p98V_4MA,0.025,0.22,scaleNoScaling,V,,%1.3f,
